How do I use Specificity?,"Assume a dataset that includes examples of a class 'A' and examples of class 'B' (where 'B' can stand in for a single or multiple classes). Assume further, that you're evaluating your model's performance to predict examples of class 'A'.This metric is the proportion of examples of class 'B' that are correctly predicted as class 'B', with respect to all examples of class 'B'. In other words, the higher specificity, the fewer examples of class 'B' we will miss. It's defined as:",1
Squared hinge loss,"Squared hinge loss is a loss function used for “maximum margin” binary classification problems. Mathematically it is defined as:where ŷ is the predicted value and y is either 1 or -1.Thus, the squared hinge loss is:0:when the true and predicted labels are the same and|ŷi|≥1 (which is an indication that the classifier is sure that it's the correct label)quadratically increasing with the error:when the true and predicted labels are not the same orwhen |ŷi|<1, even when the true and predicted labels are the same (which is an indication that the classifier is not sure that it's the correct label)The hinge loss guarantees that, during training, the classifier will find the classification boundary which is the furthest apart from each of the different classes of data points as possible. In other words, it finds the classification boundary that guarantees the maximum margin between the data points of the different classes.A sample use case would be when you want to classify email into 'spam' and 'not spam' and you're only interested in the classification accuracy. You can read about Squared hinge here: https://peltarion.com/knowledge-center/documentation/modeling-view/build-an-ai-model/loss-functions/squared-hinge",1
What is Squared hinge loss,"Squared hinge loss is a loss function used for “maximum margin” binary classification problems. Mathematically it is defined as:where ŷ is the predicted value and y is either 1 or -1.Thus, the squared hinge loss is:0:when the true and predicted labels are the same and|ŷi|≥1 (which is an indication that the classifier is sure that it's the correct label)quadratically increasing with the error:when the true and predicted labels are not the same orwhen |ŷi|<1, even when the true and predicted labels are the same (which is an indication that the classifier is not sure that it's the correct label)The hinge loss guarantees that, during training, the classifier will find the classification boundary which is the furthest apart from each of the different classes of data points as possible. In other words, it finds the classification boundary that guarantees the maximum margin between the data points of the different classes.A sample use case would be when you want to classify email into 'spam' and 'not spam' and you're only interested in the classification accuracy. You can read about Squared hinge here: https://peltarion.com/knowledge-center/documentation/modeling-view/build-an-ai-model/loss-functions/squared-hinge",1
Can you help me with Squared hinge loss,"Squared hinge loss is a loss function used for “maximum margin” binary classification problems. Mathematically it is defined as:where ŷ is the predicted value and y is either 1 or -1.Thus, the squared hinge loss is:0:when the true and predicted labels are the same and|ŷi|≥1 (which is an indication that the classifier is sure that it's the correct label)quadratically increasing with the error:when the true and predicted labels are not the same orwhen |ŷi|<1, even when the true and predicted labels are the same (which is an indication that the classifier is not sure that it's the correct label)The hinge loss guarantees that, during training, the classifier will find the classification boundary which is the furthest apart from each of the different classes of data points as possible. In other words, it finds the classification boundary that guarantees the maximum margin between the data points of the different classes.A sample use case would be when you want to classify email into 'spam' and 'not spam' and you're only interested in the classification accuracy. You can read about Squared hinge here: https://peltarion.com/knowledge-center/documentation/modeling-view/build-an-ai-model/loss-functions/squared-hinge",1
What does Squared hinge loss mean?,"Squared hinge loss is a loss function used for “maximum margin” binary classification problems. Mathematically it is defined as:where ŷ is the predicted value and y is either 1 or -1.Thus, the squared hinge loss is:0:when the true and predicted labels are the same and|ŷi|≥1 (which is an indication that the classifier is sure that it's the correct label)quadratically increasing with the error:when the true and predicted labels are not the same orwhen |ŷi|<1, even when the true and predicted labels are the same (which is an indication that the classifier is not sure that it's the correct label)The hinge loss guarantees that, during training, the classifier will find the classification boundary which is the furthest apart from each of the different classes of data points as possible. In other words, it finds the classification boundary that guarantees the maximum margin between the data points of the different classes.A sample use case would be when you want to classify email into 'spam' and 'not spam' and you're only interested in the classification accuracy. You can read about Squared hinge here: https://peltarion.com/knowledge-center/documentation/modeling-view/build-an-ai-model/loss-functions/squared-hinge",1
How do I use Squared hinge loss?,"Squared hinge loss is a loss function used for “maximum margin” binary classification problems. Mathematically it is defined as:where ŷ is the predicted value and y is either 1 or -1.Thus, the squared hinge loss is:0:when the true and predicted labels are the same and|ŷi|≥1 (which is an indication that the classifier is sure that it's the correct label)quadratically increasing with the error:when the true and predicted labels are not the same orwhen |ŷi|<1, even when the true and predicted labels are the same (which is an indication that the classifier is not sure that it's the correct label)The hinge loss guarantees that, during training, the classifier will find the classification boundary which is the furthest apart from each of the different classes of data points as possible. In other words, it finds the classification boundary that guarantees the maximum margin between the data points of the different classes.A sample use case would be when you want to classify email into 'spam' and 'not spam' and you're only interested in the classification accuracy. You can read about Squared hinge here: https://peltarion.com/knowledge-center/documentation/modeling-view/build-an-ai-model/loss-functions/squared-hinge",1
Standardization,"Standardization (also known as Z-Score normalize) performs a rescaling of your data so that it has a zero mean and a unit standard deviation. Values above the feature's mean value will get positive scores, and those below the mean will get a negative score.Applied across your Combined feature, it will guarantee that your data will be gaussian with mean zero and standard deviation one. This is desirable as:it allows the comparison of features with different units or scales, andthe zero centered data offers favorable numeric conditions for training a model.Note that unlike min-max normalization, standardized data will not have the exact same scale (because the gaussian allows values between -∞ and +∞), but it will handle outliers in your data well.Use standardization when your data has different units / scales, is not restricted to a range of values and / or when it has large outliers. Note that when you perform a
standardization, you make the implicit assumption that the input data are normally distributed. However, standardization typically works well even when this is not the case.",1
What is Standardization,"Standardization (also known as Z-Score normalize) performs a rescaling of your data so that it has a zero mean and a unit standard deviation. Values above the feature's mean value will get positive scores, and those below the mean will get a negative score.Applied across your Combined feature, it will guarantee that your data will be gaussian with mean zero and standard deviation one. This is desirable as:it allows the comparison of features with different units or scales, andthe zero centered data offers favorable numeric conditions for training a model.Note that unlike min-max normalization, standardized data will not have the exact same scale (because the gaussian allows values between -∞ and +∞), but it will handle outliers in your data well.Use standardization when your data has different units / scales, is not restricted to a range of values and / or when it has large outliers. Note that when you perform a
standardization, you make the implicit assumption that the input data are normally distributed. However, standardization typically works well even when this is not the case.",1
Can you help me with Standardization,"Standardization (also known as Z-Score normalize) performs a rescaling of your data so that it has a zero mean and a unit standard deviation. Values above the feature's mean value will get positive scores, and those below the mean will get a negative score.Applied across your Combined feature, it will guarantee that your data will be gaussian with mean zero and standard deviation one. This is desirable as:it allows the comparison of features with different units or scales, andthe zero centered data offers favorable numeric conditions for training a model.Note that unlike min-max normalization, standardized data will not have the exact same scale (because the gaussian allows values between -∞ and +∞), but it will handle outliers in your data well.Use standardization when your data has different units / scales, is not restricted to a range of values and / or when it has large outliers. Note that when you perform a
standardization, you make the implicit assumption that the input data are normally distributed. However, standardization typically works well even when this is not the case.",1
What does Standardization mean?,"Standardization (also known as Z-Score normalize) performs a rescaling of your data so that it has a zero mean and a unit standard deviation. Values above the feature's mean value will get positive scores, and those below the mean will get a negative score.Applied across your Combined feature, it will guarantee that your data will be gaussian with mean zero and standard deviation one. This is desirable as:it allows the comparison of features with different units or scales, andthe zero centered data offers favorable numeric conditions for training a model.Note that unlike min-max normalization, standardized data will not have the exact same scale (because the gaussian allows values between -∞ and +∞), but it will handle outliers in your data well.Use standardization when your data has different units / scales, is not restricted to a range of values and / or when it has large outliers. Note that when you perform a
standardization, you make the implicit assumption that the input data are normally distributed. However, standardization typically works well even when this is not the case.",1
How do I use Standardization?,"Standardization (also known as Z-Score normalize) performs a rescaling of your data so that it has a zero mean and a unit standard deviation. Values above the feature's mean value will get positive scores, and those below the mean will get a negative score.Applied across your Combined feature, it will guarantee that your data will be gaussian with mean zero and standard deviation one. This is desirable as:it allows the comparison of features with different units or scales, andthe zero centered data offers favorable numeric conditions for training a model.Note that unlike min-max normalization, standardized data will not have the exact same scale (because the gaussian allows values between -∞ and +∞), but it will handle outliers in your data well.Use standardization when your data has different units / scales, is not restricted to a range of values and / or when it has large outliers. Note that when you perform a
standardization, you make the implicit assumption that the input data are normally distributed. However, standardization typically works well even when this is not the case.",1
Stochastic gradient descent (SGD),"Stochastic gradient descent (SGD) is an implementation of gradient descent which approximates the real gradient of the loss function, which is computed by taking into account all the training examples, with an approximated gradient, which is calculated by iteratively taking a single training example at a time until it has gone through all training examples.This method is much faster than batch gradient descent, but it doesn't calculate the real gradient of the loss function, since it only uses one training example at a time. This has the effect that the parameter updates made by SGD can fluctuate significantly (i.e., updates can be unstable and not necessarily correspond to a global pattern in the data), which translates to a model potentially being hard to train. This can be somewhat mitigated by slowly decreasing the learning rate throughout training. SGD is also more computationally expensive than batch gradient descent, since it's calculating the gradient much more often.Use SGD for online learning applications. You can read about Stochastic gradient descent here: https://peltarion.com/knowledge-center/documentation/modeling-view/run-a-model/the-optimizers/stochastic-gradient-descent",1
What is Stochastic gradient descent (SGD),"Stochastic gradient descent (SGD) is an implementation of gradient descent which approximates the real gradient of the loss function, which is computed by taking into account all the training examples, with an approximated gradient, which is calculated by iteratively taking a single training example at a time until it has gone through all training examples.This method is much faster than batch gradient descent, but it doesn't calculate the real gradient of the loss function, since it only uses one training example at a time. This has the effect that the parameter updates made by SGD can fluctuate significantly (i.e., updates can be unstable and not necessarily correspond to a global pattern in the data), which translates to a model potentially being hard to train. This can be somewhat mitigated by slowly decreasing the learning rate throughout training. SGD is also more computationally expensive than batch gradient descent, since it's calculating the gradient much more often.Use SGD for online learning applications. You can read about Stochastic gradient descent here: https://peltarion.com/knowledge-center/documentation/modeling-view/run-a-model/the-optimizers/stochastic-gradient-descent",1
Can you help me with Stochastic gradient descent (SGD),"Stochastic gradient descent (SGD) is an implementation of gradient descent which approximates the real gradient of the loss function, which is computed by taking into account all the training examples, with an approximated gradient, which is calculated by iteratively taking a single training example at a time until it has gone through all training examples.This method is much faster than batch gradient descent, but it doesn't calculate the real gradient of the loss function, since it only uses one training example at a time. This has the effect that the parameter updates made by SGD can fluctuate significantly (i.e., updates can be unstable and not necessarily correspond to a global pattern in the data), which translates to a model potentially being hard to train. This can be somewhat mitigated by slowly decreasing the learning rate throughout training. SGD is also more computationally expensive than batch gradient descent, since it's calculating the gradient much more often.Use SGD for online learning applications. You can read about Stochastic gradient descent here: https://peltarion.com/knowledge-center/documentation/modeling-view/run-a-model/the-optimizers/stochastic-gradient-descent",1
What does Stochastic gradient descent (SGD) mean?,"Stochastic gradient descent (SGD) is an implementation of gradient descent which approximates the real gradient of the loss function, which is computed by taking into account all the training examples, with an approximated gradient, which is calculated by iteratively taking a single training example at a time until it has gone through all training examples.This method is much faster than batch gradient descent, but it doesn't calculate the real gradient of the loss function, since it only uses one training example at a time. This has the effect that the parameter updates made by SGD can fluctuate significantly (i.e., updates can be unstable and not necessarily correspond to a global pattern in the data), which translates to a model potentially being hard to train. This can be somewhat mitigated by slowly decreasing the learning rate throughout training. SGD is also more computationally expensive than batch gradient descent, since it's calculating the gradient much more often.Use SGD for online learning applications. You can read about Stochastic gradient descent here: https://peltarion.com/knowledge-center/documentation/modeling-view/run-a-model/the-optimizers/stochastic-gradient-descent",1
How do I use Stochastic gradient descent (SGD)?,"Stochastic gradient descent (SGD) is an implementation of gradient descent which approximates the real gradient of the loss function, which is computed by taking into account all the training examples, with an approximated gradient, which is calculated by iteratively taking a single training example at a time until it has gone through all training examples.This method is much faster than batch gradient descent, but it doesn't calculate the real gradient of the loss function, since it only uses one training example at a time. This has the effect that the parameter updates made by SGD can fluctuate significantly (i.e., updates can be unstable and not necessarily correspond to a global pattern in the data), which translates to a model potentially being hard to train. This can be somewhat mitigated by slowly decreasing the learning rate throughout training. SGD is also more computationally expensive than batch gradient descent, since it's calculating the gradient much more often.Use SGD for online learning applications. You can read about Stochastic gradient descent here: https://peltarion.com/knowledge-center/documentation/modeling-view/run-a-model/the-optimizers/stochastic-gradient-descent",1
Subset,"A subset is a smaller set of your dataset. For the purpose of training a model, you usually subdivide your dataset into three subsets: training set, validation set and test set. You can read about Subset of a dataset  here: https://peltarion.com/knowledge-center/documentation/datasets-view/edit-an-imported-dataset-for-use-in-experiments/subset-of-a-dataset",1
What is Subset,"A subset is a smaller set of your dataset. For the purpose of training a model, you usually subdivide your dataset into three subsets: training set, validation set and test set. You can read about Subset of a dataset  here: https://peltarion.com/knowledge-center/documentation/datasets-view/edit-an-imported-dataset-for-use-in-experiments/subset-of-a-dataset",1
Can you help me with Subset,"A subset is a smaller set of your dataset. For the purpose of training a model, you usually subdivide your dataset into three subsets: training set, validation set and test set. You can read about Subset of a dataset  here: https://peltarion.com/knowledge-center/documentation/datasets-view/edit-an-imported-dataset-for-use-in-experiments/subset-of-a-dataset",1
What does Subset mean?,"A subset is a smaller set of your dataset. For the purpose of training a model, you usually subdivide your dataset into three subsets: training set, validation set and test set. You can read about Subset of a dataset  here: https://peltarion.com/knowledge-center/documentation/datasets-view/edit-an-imported-dataset-for-use-in-experiments/subset-of-a-dataset",1
How do I use Subset?,"A subset is a smaller set of your dataset. For the purpose of training a model, you usually subdivide your dataset into three subsets: training set, validation set and test set. You can read about Subset of a dataset  here: https://peltarion.com/knowledge-center/documentation/datasets-view/edit-an-imported-dataset-for-use-in-experiments/subset-of-a-dataset",1
Supervised learning,"Supervised learning is the task of learning a model from a dataset that has labeled examples. In other words, it is the task of learning a model / function that maps the input to the target. Examples include learning models for classification and prediction task.",1
What is Supervised learning,"Supervised learning is the task of learning a model from a dataset that has labeled examples. In other words, it is the task of learning a model / function that maps the input to the target. Examples include learning models for classification and prediction task.",1
Can you help me with Supervised learning,"Supervised learning is the task of learning a model from a dataset that has labeled examples. In other words, it is the task of learning a model / function that maps the input to the target. Examples include learning models for classification and prediction task.",1
What does Supervised learning mean?,"Supervised learning is the task of learning a model from a dataset that has labeled examples. In other words, it is the task of learning a model / function that maps the input to the target. Examples include learning models for classification and prediction task.",1
How do I use Supervised learning?,"Supervised learning is the task of learning a model from a dataset that has labeled examples. In other words, it is the task of learning a model / function that maps the input to the target. Examples include learning models for classification and prediction task.",1
Tanh activation function,"Tanh is a scaled sigmoid activation function. The gradient is stronger for tanh than sigmoid, that is, the derivatives are steeper.Unlike the sigmoid function, the tanh function is zero-centered, which means that it dosen't introduce a bias in the gradients making training a network easier. The downsinde is that tanh is computationally more expensive than the sigmoid function.Which one to use of the sigmoid or tanh depends on your requirement of gradient strength. Tanh resembles a linear function more as long as the activations of the network can be kept small. This makes the tanh network easier to compute. You can read about Tanh here: https://peltarion.com/knowledge-center/documentation/modeling-view/build-an-ai-model/activations/tanh",1
What is Tanh activation function,"Tanh is a scaled sigmoid activation function. The gradient is stronger for tanh than sigmoid, that is, the derivatives are steeper.Unlike the sigmoid function, the tanh function is zero-centered, which means that it dosen't introduce a bias in the gradients making training a network easier. The downsinde is that tanh is computationally more expensive than the sigmoid function.Which one to use of the sigmoid or tanh depends on your requirement of gradient strength. Tanh resembles a linear function more as long as the activations of the network can be kept small. This makes the tanh network easier to compute. You can read about Tanh here: https://peltarion.com/knowledge-center/documentation/modeling-view/build-an-ai-model/activations/tanh",1
Can you help me with Tanh activation function,"Tanh is a scaled sigmoid activation function. The gradient is stronger for tanh than sigmoid, that is, the derivatives are steeper.Unlike the sigmoid function, the tanh function is zero-centered, which means that it dosen't introduce a bias in the gradients making training a network easier. The downsinde is that tanh is computationally more expensive than the sigmoid function.Which one to use of the sigmoid or tanh depends on your requirement of gradient strength. Tanh resembles a linear function more as long as the activations of the network can be kept small. This makes the tanh network easier to compute. You can read about Tanh here: https://peltarion.com/knowledge-center/documentation/modeling-view/build-an-ai-model/activations/tanh",1
What does Tanh activation function mean?,"Tanh is a scaled sigmoid activation function. The gradient is stronger for tanh than sigmoid, that is, the derivatives are steeper.Unlike the sigmoid function, the tanh function is zero-centered, which means that it dosen't introduce a bias in the gradients making training a network easier. The downsinde is that tanh is computationally more expensive than the sigmoid function.Which one to use of the sigmoid or tanh depends on your requirement of gradient strength. Tanh resembles a linear function more as long as the activations of the network can be kept small. This makes the tanh network easier to compute. You can read about Tanh here: https://peltarion.com/knowledge-center/documentation/modeling-view/build-an-ai-model/activations/tanh",1
How do I use Tanh activation function?,"Tanh is a scaled sigmoid activation function. The gradient is stronger for tanh than sigmoid, that is, the derivatives are steeper.Unlike the sigmoid function, the tanh function is zero-centered, which means that it dosen't introduce a bias in the gradients making training a network easier. The downsinde is that tanh is computationally more expensive than the sigmoid function.Which one to use of the sigmoid or tanh depends on your requirement of gradient strength. Tanh resembles a linear function more as long as the activations of the network can be kept small. This makes the tanh network easier to compute. You can read about Tanh here: https://peltarion.com/knowledge-center/documentation/modeling-view/build-an-ai-model/activations/tanh",1
Target,"Target represents the desired output that we want our model to learn. In the case of a classification problem, the targets would be the labels of each of the examples in the training set. You can read about Target here: https://peltarion.com/knowledge-center/documentation/modeling-view/build-an-ai-model/blocks/target",1
What is Target,"Target represents the desired output that we want our model to learn. In the case of a classification problem, the targets would be the labels of each of the examples in the training set. You can read about Target here: https://peltarion.com/knowledge-center/documentation/modeling-view/build-an-ai-model/blocks/target",1
Can you help me with Target,"Target represents the desired output that we want our model to learn. In the case of a classification problem, the targets would be the labels of each of the examples in the training set. You can read about Target here: https://peltarion.com/knowledge-center/documentation/modeling-view/build-an-ai-model/blocks/target",1
What does Target mean?,"Target represents the desired output that we want our model to learn. In the case of a classification problem, the targets would be the labels of each of the examples in the training set. You can read about Target here: https://peltarion.com/knowledge-center/documentation/modeling-view/build-an-ai-model/blocks/target",1
How do I use Target?,"Target represents the desired output that we want our model to learn. In the case of a classification problem, the targets would be the labels of each of the examples in the training set. You can read about Target here: https://peltarion.com/knowledge-center/documentation/modeling-view/build-an-ai-model/blocks/target",1
Test set,"A test set is a subset of your dataset that is used to check the performance of the model that was learned during training. It consists of a set of examples that the model has never seen, which help confirm its prediction accuracy.The test set is only used after training is completed and is used to provide a final assessment of the performance of the model. Note that the validation set is not able to do this, since it was used during training to adjust the hyperparameters and/or the architecture of the model.In short: the test set is used to assess the model's performance (i.e., generalization and predictive power)",1
What is Test set,"A test set is a subset of your dataset that is used to check the performance of the model that was learned during training. It consists of a set of examples that the model has never seen, which help confirm its prediction accuracy.The test set is only used after training is completed and is used to provide a final assessment of the performance of the model. Note that the validation set is not able to do this, since it was used during training to adjust the hyperparameters and/or the architecture of the model.In short: the test set is used to assess the model's performance (i.e., generalization and predictive power)",1
Can you help me with Test set,"A test set is a subset of your dataset that is used to check the performance of the model that was learned during training. It consists of a set of examples that the model has never seen, which help confirm its prediction accuracy.The test set is only used after training is completed and is used to provide a final assessment of the performance of the model. Note that the validation set is not able to do this, since it was used during training to adjust the hyperparameters and/or the architecture of the model.In short: the test set is used to assess the model's performance (i.e., generalization and predictive power)",1
What does Test set mean?,"A test set is a subset of your dataset that is used to check the performance of the model that was learned during training. It consists of a set of examples that the model has never seen, which help confirm its prediction accuracy.The test set is only used after training is completed and is used to provide a final assessment of the performance of the model. Note that the validation set is not able to do this, since it was used during training to adjust the hyperparameters and/or the architecture of the model.In short: the test set is used to assess the model's performance (i.e., generalization and predictive power)",1
How do I use Test set?,"A test set is a subset of your dataset that is used to check the performance of the model that was learned during training. It consists of a set of examples that the model has never seen, which help confirm its prediction accuracy.The test set is only used after training is completed and is used to provide a final assessment of the performance of the model. Note that the validation set is not able to do this, since it was used during training to adjust the hyperparameters and/or the architecture of the model.In short: the test set is used to assess the model's performance (i.e., generalization and predictive power)",1
Trained model,A trained model is a model that has undergone training.,1
What is Trained model,A trained model is a model that has undergone training.,1
Can you help me with Trained model,A trained model is a model that has undergone training.,1
What does Trained model mean?,A trained model is a model that has undergone training.,1
How do I use Trained model?,A trained model is a model that has undergone training.,1
Training,Training is the process of building a model by setting the ideal parameters through the use of gradient descent applied on the training set.,1
What is Training,Training is the process of building a model by setting the ideal parameters through the use of gradient descent applied on the training set.,1
Can you help me with Training,Training is the process of building a model by setting the ideal parameters through the use of gradient descent applied on the training set.,1
What does Training mean?,Training is the process of building a model by setting the ideal parameters through the use of gradient descent applied on the training set.,1
How do I use Training?,Training is the process of building a model by setting the ideal parameters through the use of gradient descent applied on the training set.,1
Training example,A training example is an example that is included in your training set.,1
What is Training example,A training example is an example that is included in your training set.,1
Can you help me with Training example,A training example is an example that is included in your training set.,1
What does Training example mean?,A training example is an example that is included in your training set.,1
How do I use Training example?,A training example is an example that is included in your training set.,1
Training iteration,"A training iteration is the process of the model training on a (mini) batch, i.e., a single update of a model's weights during training.",1
What is Training iteration,"A training iteration is the process of the model training on a (mini) batch, i.e., a single update of a model's weights during training.",1
Can you help me with Training iteration,"A training iteration is the process of the model training on a (mini) batch, i.e., a single update of a model's weights during training.",1
What does Training iteration mean?,"A training iteration is the process of the model training on a (mini) batch, i.e., a single update of a model's weights during training.",1
How do I use Training iteration?,"A training iteration is the process of the model training on a (mini) batch, i.e., a single update of a model's weights during training.",1
Training loss,Training loss is the average loss per training example of your model based on your training set.,1
What is Training loss,Training loss is the average loss per training example of your model based on your training set.,1
Can you help me with Training loss,Training loss is the average loss per training example of your model based on your training set.,1
What does Training loss mean?,Training loss is the average loss per training example of your model based on your training set.,1
How do I use Training loss?,Training loss is the average loss per training example of your model based on your training set.,1
Training set,"A training set is a subset of your dataset which contains all the examples available to a neural network to create a model during training. It's the data that gradient descent runs on, in order to adjust the parameters of the model.In short: the training set is used to fit the model parameters (i.e., weights).",1
What is Training set,"A training set is a subset of your dataset which contains all the examples available to a neural network to create a model during training. It's the data that gradient descent runs on, in order to adjust the parameters of the model.In short: the training set is used to fit the model parameters (i.e., weights).",1
Can you help me with Training set,"A training set is a subset of your dataset which contains all the examples available to a neural network to create a model during training. It's the data that gradient descent runs on, in order to adjust the parameters of the model.In short: the training set is used to fit the model parameters (i.e., weights).",1
What does Training set mean?,"A training set is a subset of your dataset which contains all the examples available to a neural network to create a model during training. It's the data that gradient descent runs on, in order to adjust the parameters of the model.In short: the training set is used to fit the model parameters (i.e., weights).",1
How do I use Training set?,"A training set is a subset of your dataset which contains all the examples available to a neural network to create a model during training. It's the data that gradient descent runs on, in order to adjust the parameters of the model.In short: the training set is used to fit the model parameters (i.e., weights).",1
True negative rate (TNR),See specificity.,1
What is True negative rate (TNR),See specificity.,1
Can you help me with True negative rate (TNR),See specificity.,1
What does True negative rate (TNR) mean?,See specificity.,1
How do I use True negative rate (TNR)?,See specificity.,1
True negatives (TN),"Assume a dataset that includes examples of a class 'A' and examples of class 'B' (where 'B' can stand in for a single or multiple classes). Assume further, that you're evaluating your model's performance to predict examples of class 'A'.True negatives is a field in the confusion matrix which shows the cases when the actual class of the example was 'B' and the predicted class for the same example was also 'B'.",1
What is True negatives (TN),"Assume a dataset that includes examples of a class 'A' and examples of class 'B' (where 'B' can stand in for a single or multiple classes). Assume further, that you're evaluating your model's performance to predict examples of class 'A'.True negatives is a field in the confusion matrix which shows the cases when the actual class of the example was 'B' and the predicted class for the same example was also 'B'.",1
Can you help me with True negatives (TN),"Assume a dataset that includes examples of a class 'A' and examples of class 'B' (where 'B' can stand in for a single or multiple classes). Assume further, that you're evaluating your model's performance to predict examples of class 'A'.True negatives is a field in the confusion matrix which shows the cases when the actual class of the example was 'B' and the predicted class for the same example was also 'B'.",1
What does True negatives (TN) mean?,"Assume a dataset that includes examples of a class 'A' and examples of class 'B' (where 'B' can stand in for a single or multiple classes). Assume further, that you're evaluating your model's performance to predict examples of class 'A'.True negatives is a field in the confusion matrix which shows the cases when the actual class of the example was 'B' and the predicted class for the same example was also 'B'.",1
How do I use True negatives (TN)?,"Assume a dataset that includes examples of a class 'A' and examples of class 'B' (where 'B' can stand in for a single or multiple classes). Assume further, that you're evaluating your model's performance to predict examples of class 'A'.True negatives is a field in the confusion matrix which shows the cases when the actual class of the example was 'B' and the predicted class for the same example was also 'B'.",1
True positive rate (TPR),See recall.,1
What is True positive rate (TPR),See recall.,1
Can you help me with True positive rate (TPR),See recall.,1
What does True positive rate (TPR) mean?,See recall.,1
How do I use True positive rate (TPR)?,See recall.,1
True positives (TP),"Assume a dataset that includes examples of a class 'A' and examples of class 'B' (where 'B' can stand in for a single or multiple classes). Assume further, that you're evaluating your model's performance to predict examples of class 'A'.True positives is a field in the confusion matrix which shows the cases when the actual class of the example was 'A' and the predicted class for the same example was also 'A'.",1
What is True positives (TP),"Assume a dataset that includes examples of a class 'A' and examples of class 'B' (where 'B' can stand in for a single or multiple classes). Assume further, that you're evaluating your model's performance to predict examples of class 'A'.True positives is a field in the confusion matrix which shows the cases when the actual class of the example was 'A' and the predicted class for the same example was also 'A'.",1
Can you help me with True positives (TP),"Assume a dataset that includes examples of a class 'A' and examples of class 'B' (where 'B' can stand in for a single or multiple classes). Assume further, that you're evaluating your model's performance to predict examples of class 'A'.True positives is a field in the confusion matrix which shows the cases when the actual class of the example was 'A' and the predicted class for the same example was also 'A'.",1
What does True positives (TP) mean?,"Assume a dataset that includes examples of a class 'A' and examples of class 'B' (where 'B' can stand in for a single or multiple classes). Assume further, that you're evaluating your model's performance to predict examples of class 'A'.True positives is a field in the confusion matrix which shows the cases when the actual class of the example was 'A' and the predicted class for the same example was also 'A'.",1
How do I use True positives (TP)?,"Assume a dataset that includes examples of a class 'A' and examples of class 'B' (where 'B' can stand in for a single or multiple classes). Assume further, that you're evaluating your model's performance to predict examples of class 'A'.True positives is a field in the confusion matrix which shows the cases when the actual class of the example was 'A' and the predicted class for the same example was also 'A'.",1
Underfitting,"Underfitting is the phenomenon of a model not performing well, i.e., not making good predictions, because it wasn't able to correctly or completely capture the signal in the training set. In other words, the model is generalizing too much, to the point that it's actually missing the signal.This means that the model doesn't perform well on training examples (resulting in a high training loss), nor on examples it hasn't seen before (resulting in a high validation loss).",1
What is Underfitting,"Underfitting is the phenomenon of a model not performing well, i.e., not making good predictions, because it wasn't able to correctly or completely capture the signal in the training set. In other words, the model is generalizing too much, to the point that it's actually missing the signal.This means that the model doesn't perform well on training examples (resulting in a high training loss), nor on examples it hasn't seen before (resulting in a high validation loss).",1
Can you help me with Underfitting,"Underfitting is the phenomenon of a model not performing well, i.e., not making good predictions, because it wasn't able to correctly or completely capture the signal in the training set. In other words, the model is generalizing too much, to the point that it's actually missing the signal.This means that the model doesn't perform well on training examples (resulting in a high training loss), nor on examples it hasn't seen before (resulting in a high validation loss).",1
What does Underfitting mean?,"Underfitting is the phenomenon of a model not performing well, i.e., not making good predictions, because it wasn't able to correctly or completely capture the signal in the training set. In other words, the model is generalizing too much, to the point that it's actually missing the signal.This means that the model doesn't perform well on training examples (resulting in a high training loss), nor on examples it hasn't seen before (resulting in a high validation loss).",1
How do I use Underfitting?,"Underfitting is the phenomenon of a model not performing well, i.e., not making good predictions, because it wasn't able to correctly or completely capture the signal in the training set. In other words, the model is generalizing too much, to the point that it's actually missing the signal.This means that the model doesn't perform well on training examples (resulting in a high training loss), nor on examples it hasn't seen before (resulting in a high validation loss).",1
Undersampling,"It's the process of balancing a dataset by discarding examples of one or more overrepresented classes so that each has the same amount of examples.A balanced dataset allows a model to learn equal amounts of characteristics from each one of the classes represented in the dataset, as opposed to one class dominating what the model learns.Use when you have an  imbalanced dataset. Note that oversampling is usually preferred to undersampling as data is rarely overabundant.",1
What is Undersampling,"It's the process of balancing a dataset by discarding examples of one or more overrepresented classes so that each has the same amount of examples.A balanced dataset allows a model to learn equal amounts of characteristics from each one of the classes represented in the dataset, as opposed to one class dominating what the model learns.Use when you have an  imbalanced dataset. Note that oversampling is usually preferred to undersampling as data is rarely overabundant.",1
Can you help me with Undersampling,"It's the process of balancing a dataset by discarding examples of one or more overrepresented classes so that each has the same amount of examples.A balanced dataset allows a model to learn equal amounts of characteristics from each one of the classes represented in the dataset, as opposed to one class dominating what the model learns.Use when you have an  imbalanced dataset. Note that oversampling is usually preferred to undersampling as data is rarely overabundant.",1
